"id","source","created","word"
"837766616603586560","Old",2017-03-03 20:48:21,"day"
"837766616603586560","Old",2017-03-03 20:48:21,"saint"
"837766616603586560","Old",2017-03-03 20:48:21,"andrew"
"837766616603586560","Old",2017-03-03 20:48:21,"orlando"
"837770149767827456","Old",2017-03-03 21:02:23,"demand"
"837770149767827456","Old",2017-03-03 21:02:23,"investigation"
"837770149767827456","Old",2017-03-03 21:02:23,"schumer"
"837770149767827456","Old",2017-03-03 21:02:23,"pelosi"
"837770149767827456","Old",2017-03-03 21:02:23,"close"
"837770149767827456","Old",2017-03-03 21:02:23,"ties"
"837770149767827456","Old",2017-03-03 21:02:23,"russia"
"837770149767827456","Old",2017-03-03 21:02:23,"lying"
"837787963027144706","Old",2017-03-03 22:13:10,"america"
"838441522546769923","Old",2017-03-05 17:30:11,"rallies"
"838441522546769923","Old",2017-03-05 17:30:11,"country"
"838441522546769923","Old",2017-03-05 17:30:11,"tremendous"
"838441522546769923","Old",2017-03-05 17:30:11,"support"
"838441522546769923","Old",2017-03-05 17:30:11,"america"
"838861512999649286","Old",2017-03-06 21:19:04,"'president"
"838861512999649286","Old",2017-03-06 21:19:04,"trump"
"838861512999649286","Old",2017-03-06 21:19:04,"congratulates"
"838861512999649286","Old",2017-03-06 21:19:04,"exxon"
"838861512999649286","Old",2017-03-06 21:19:04,"mobil"
"838861512999649286","Old",2017-03-06 21:19:04,"job"
