"Movie","ReleaseDate","Distributor","Genre","Rating"
"Love with the Proper Stranger","Dec 25, 1963","","Romantic Comedy","NR"
"Help!","Aug 9, 1965","MGM","Musical","NR"
"Bande à part","Mar 15, 1966","Rialto Pictures","Drama","NR"
"Shakespeare Wallah","Mar 22, 1966","Cohen Media Group","Drama","NR"
"Double Trouble","Apr 5, 1967","","","NR"
"Le Petit Soldat","Apr 20, 1967","Rialto Pictures","Drama","NR"
"Don't Look Back","May 17, 1967","","Documentary","NR"
"The Dirty Dozen","Jun 15, 1967","","","NR"
"La Battaglia di Algeri","Sep 20, 1967","Rialto Pictures","Drama","NR"
"The Jungle Book","Oct 18, 1967","Walt Disney","Musical","NR"
"Wait Until Dark","Oct 26, 1967","","","NR"
"Guess Who's Coming to Dinner","Dec 12, 1967","","","NR"
"The Ambushers","Jan 1, 1968","Sony Pictures","Comedy","NR"
"Le Vieil homme et l enfant","Feb 19, 1968","Cinema V","Comedy","NR"
"Night of the Living Dead","Oct 1, 1968","Walter Reade Organi…","Horror","NR"
"Au Hasard Balthazar","Feb 19, 1970","Rialto Pictures","Drama","NR"
"High Plains Drifter","Aug 22, 1973","Universal","Western","NR"
"Earthquake","Jan 1, 1974","","Drama","NR"
"To Fly!","Jan 1, 1976","IMAX Films","","NR"
"Général Idi Amin Dada: Autoportrait","Aug 30, 1976","Self Distributed","Documentary","NR"
"Eraserhead","Jan 1, 1977","Libra Films","Horror","NR"
"Simon","Jan 1, 1980","","","NR"
"Sauve qui peut (la vie)","Oct 12, 1980","The Film Desk","Drama","NR"
"Raging Bull","Nov 14, 1980","United Artists","Drama","NR"
"Enter the Ninja","Oct 23, 1981","Cannon","Action","NR"
"Scarface","Dec 9, 1983","Universal","Drama","NR"
"Grand Canyon: The Hidden Secrets","Jun 16, 1984","","Documentary","NR"
"Stop Making Sense","Oct 19, 1984","Cinecom","Concert/Performance","NR"
"The River","Dec 17, 1984","Universal","Drama","NR"
"A Room with a View","Mar 7, 1986","Cinecom","Comedy","NR"
"The Brave Little Toaster","Jun 19, 1987","","Adventure","NR"
"Mauvais sang","Sep 30, 1987","","Drama","NR"
"The Last Waltz","Jul 1, 1991","MGM","Documentary","NR"
"Delirious","Aug 7, 1991","MGM","Comedy","NR"
"La Belle Noiseuse","Oct 4, 1991","","Drama","NR"
"Frankie and Johnny","Oct 11, 1991","Paramount Pictures","Drama","NR"
"Antarctica","Oct 18, 1991","","Documentary","NR"
"Daughters of the Dust","Jan 3, 1992","Cohen Media Group","Drama","NR"
"A Home of Our Own","Jan 1, 1993","","","NR"
"La Florida","Jan 1, 1993","","","NR"
"Happily Ever After","May 28, 1993","","","NR"
"Naked","Feb 1, 1994","Fine Line","Black Comedy","NR"
"Spanking the Monkey","Jul 15, 1994","Fine Line","Drama","NR"
"Eat Drink Man Woman","Aug 3, 1994","Goldwyn Entertainment","Comedy","NR"
"Vertical Reality","Oct 19, 1994","Warren Miller Enter…","Documentary","NR"
"Huozhe","Nov 19, 1994","Goldwyn Entertainment","Drama","NR"
"The Living Sea","Feb 28, 1995","IMAX Films","Documentary","NR"
"Les roseaux sauvages","Apr 28, 1995","Strand","Drama","NR"
"Umberto D","Jun 27, 1995","","","NR"
"Kids","Jul 21, 1995","Shining Excalibur","Drama","NR"
"Endless Winter","Oct 20, 1995","Warren Miller Enter…","Documentary","NR"
"Lamerica","Dec 20, 1995","New Yorker","Drama","NR"
"I buchi neri","Dec 31, 1995","Northern Arts Enter…","Romantic Comedy","NR"
"Palermo Milano solo andata","Dec 31, 1995","Northern Arts Enter…","Action","NR"
"Il mondo alla rovescia","Dec 31, 1995","Northern Arts Enter…","","NR"
"Badkonake sefid","Jan 26, 1996","October Films","Drama","NR"
"Nueba Yol","Feb 14, 1996","Kit Parker Films","Drama","NR"
"Headless Body in Topless Bar","Feb 16, 1996","Northern Arts Enter…","Black Comedy","NR"
"Wallace & Gromit","Apr 6, 1996","Northern Arts Enter…","Adventure","NR"
"Ma saison préf&eacutelrée","Apr 19, 1996","Filmopolis Pictures","Drama","NR"
"Beaumarchais, l'insolent","Sep 13, 1996","New Yorker","Drama","NR"
"Snowriders","Oct 18, 1996","Warren Miller Enter…","Documentary","NR"
"Hype!","Nov 8, 1996","Cinepix Film Proper…","Documentary","NR"
"La cérémonie","Dec 18, 1996","New Yorker","Drama","NR"
"Trafitti da un raggio di sole","Dec 31, 1996","Northern Arts Enter…","Comedy","NR"
"The Watermelon Woman","Mar 5, 1997","First Run Features","Drama","NR"
"Ponette","Mar 14, 1997","Arrow Releasing","Drama","NR"
"J'en Suis","Mar 14, 1997","","","NR"
"The Pillow Book","Jun 6, 1997","Lionsgate","Drama","NR"
"Guantanamera","Jul 4, 1997","Lionsgate","Comedy","NR"
"Soul in the Hole","Aug 8, 1997","Northern Arts Enter…","Documentary","NR"
"Snowriders 2","Oct 15, 1997","Warren Miller Enter…","Documentary","NR"
"Nueba Yol 3","Oct 31, 1997","Kit Parker Films","Drama","NR"
"Marius et Jeannette","Dec 5, 1997","New Yorker","Romantic Comedy","NR"
"Les Boys","Dec 12, 1997","Distributor Unknown","Comedy","NR"
"Arguing the World","Jan 9, 1998","First Run Features","Documentary","NR"
"The Dress","Jan 16, 1998","Attitude Films","Drama","NR"
"Fallen Angels","Jan 21, 1998","Kino International","Thriller/Suspense","NR"
"Ta'm e guilass","Jan 30, 1998","New Line","Drama","NR"
"Ayn Rand: A Sense of Life","Feb 13, 1998","Strand","Documentary","NR"
"Notes from Underground","Mar 6, 1998","Northern Arts Enter…","Drama","NR"
"El Callejón de los Milagros","Mar 6, 1998","Northern Arts Enter…","Drama","NR"
"Africa's Elephant Kingdom","May 8, 1998","Discovery/IMAX","Documentary","NR"
"The Nights of Cabiria","Jul 1, 1998","Rialto Pictures","Drama","NR"
"Mysteries of Egypt","Jul 16, 1998","Sony Pictures","Documentary","NR"
"Gadjo Dilo","Aug 7, 1998","Lionsgate","Drama","NR"
"Strike","Aug 21, 1998","Miramax","Comedy","NR"
"A Merry War","Aug 28, 1998","First Look","","NR"
"C't'a ton tour Laura Cadieux","Oct 9, 1998","Alliance Films","Comedy","NR"
"Happiness","Oct 16, 1998","Good Machine Releasing","Comedy","NR"
"Freeriders","Oct 21, 1998","Warren Miller Enter…","Documentary","NR"
"T-Rex: Back to the Cretaceous","Oct 23, 1998","IMAX Films","Adventure","NR"
"Les Boys II","Oct 23, 1998","Lionsgate","Comedy","NR"
"Sue","Nov 20, 1998","Castle Hill Product…","","NR"
"Steam: The Turkish Bath","Nov 25, 1998","Strand","Drama","NR"
"Windhorse","Feb 12, 1999","Shadow","Drama","NR"
"Such a Long Journey","Feb 25, 1999","Shooting Gallery","","NR"
"Encounter in the Third Dimension","Feb 26, 1999","nWave Pictures","Drama","NR"
"Wolves","Feb 26, 1999","Primesco","Documentary","NR"
"Wildfire: Feel The Heat","Mar 12, 1999","Primesco","Documentary","NR"
"Extreme","Mar 23, 1999","IMAX Films","Documentary","NR"
"Island of the Sharks","Apr 30, 1999","IMAX Films","Documentary","NR"
"The King of Masks","Apr 30, 1999","Goldwyn Entertainment","Drama","NR"
"Edge of Seventeen","Apr 30, 1999","Strand","Comedy","NR"
"Wandafuru raifu","May 12, 1999","Artistic License","Drama","NR"
"The Saragossa Manuscript","May 21, 1999","Cowboy Pictures","","NR"
"Astérix et Obélix contre César","Jun 4, 1999","Distributor Unknown","Adventure","NR"
"Straight From The Heart","Jun 18, 1999","Video Sound","Musical","NR"
"Elvis Gratton 2","Jul 2, 1999","Lionsgate","Comedy","NR"
"Genghis Blues","Jul 9, 1999","Roxie Releasing","Documentary","NR"
"Rosie","Jul 23, 1999","New Yorker","","NR"
"Taal","Aug 13, 1999","Eros Entertainment","Musical","NR"
"Head On","Aug 13, 1999","Strand","","NR"
"On The Ropes","Aug 18, 1999","","","NR"
"The Source","Aug 25, 1999","WinStar Cinema","Documentary","NR"
"Baadshah","Aug 27, 1999","Eros Entertainment","Action","NR"
"West Beirut","Sep 3, 1999","Cowboy Pictures","","NR"
"Bedrooms and Hallways","Sep 3, 1999","First Run Features","Comedy","NR"
"Hum Saath-Saath Hain","Sep 10, 1999","Eros Entertainment","Musical","NR"
"Earth","Sep 10, 1999","Zeitgeist","Drama","NR"
"Women","Sep 17, 1999","","","NR"
"Men Cry Bullets","Oct 8, 1999","Phaedra Cinema","","NR"
"Beefcake","Oct 13, 1999","Strand","Drama","NR"
"Show Me Love","Oct 15, 1999","Strand","","NR"
"Same Old Song","Oct 15, 1999","Artistic License","","NR"
"La ciudad","Oct 22, 1999","Zeitgeist","Drama","NR"
"Galapagos","Oct 29, 1999","IMAX Films","Documentary","NR"
"Fifty","Oct 29, 1999","Warren Miller Enter…","Documentary","NR"
"Portraits Chinois","Nov 5, 1999","Phaedra Cinema","","NR"
"The Silence","Nov 10, 1999","New Yorker","Drama","NR"
"A Moment of Innocence","Nov 10, 1999","New Yorker","","NR"
"42 Up","Nov 17, 1999","First Run Features","Documentary","NR"
"Laura Cadieux .. La Suite","Dec 3, 1999","Alliance Films","Comedy","NR"
"Jerome","Dec 10, 1999","Phaedra Cinema","","NR"
"Pink Narcissus","Dec 24, 1999","","","NR"
"Mela","Jan 7, 2000","","","NR"
"Bulandi","Jan 7, 2000","","Drama","NR"
"Life is to Whistle","Jan 7, 2000","New Yorker","","NR"
"Trans","Jan 7, 2000","Cowboy Pictures","","NR"
"The Terrorist","Jan 14, 2000","Phaedra Cinema","","NR"
"Phir Bhi Dil Hain Hindustani","Jan 21, 2000","Eros Entertainment","Musical","NR"
"Wirey Spindell","Jan 21, 2000","","","NR"
"The Quarry","Jan 21, 2000","First Run Features","","NR"
"Kestrel's Eye","Jan 28, 2000","","","NR"
"Stella Does Tricks","Jan 28, 2000","Strand","","NR"
"Pukar","Feb 4, 2000","","","NR"
"Gendernauts","Feb 4, 2000","","","NR"
"Sex: The Annabel Chong Story","Feb 11, 2000","","Documentary","NR"
"Kadosh","Feb 16, 2000","Kino International","Drama","NR"
"Yi Ge Dou Bu Neng Shao","Feb 18, 2000","Sony Pictures Classics","Drama","NR"
"Ha Ram","Feb 18, 2000","","","NR"
"The Waiting Game","Feb 24, 2000","Seventh Art Releasing","","NR"
"Judy Berlin","Feb 25, 2000","","","NR"
"Not of this World","Feb 25, 2000","","","NR"
"Claire Dolan","Feb 25, 2000","New Yorker","Drama","NR"
"The Little Thief","Mar 1, 2000","","","NR"
"Khauff","Mar 3, 2000","","","NR"
"Orphans","Mar 10, 2000","","","NR"
"Condo Painting","Mar 10, 2000","","","NR"
"Les convoyeurs attendent","Mar 15, 2000","Samuel Goldwyn Films","Comedy","NR"
"The Lifestyle","Mar 16, 2000","","","NR"
"Winter Sleepers","Mar 17, 2000","","","NR"
"Trash","Mar 17, 2000","","","NR"
"Black Tar Heroin: The Dark End of the Street","Mar 17, 2000","Roxie Releasing","Documentary","NR"
"Waking the Dead","Mar 24, 2000","","","NR"
"Superstar Female Serial Killer","Mar 24, 2000","","","NR"
"Long Night's Journey into Day","Mar 29, 2000","","","NR"
"Beau Travail","Mar 31, 2000","New Yorker","Drama","NR"
"Pornographic Affair","Mar 31, 2000","","","NR"
"Pups","Mar 31, 2000","","","NR"
"Southpaw","Apr 7, 2000","","","NR"
"The Specialists","Apr 7, 2000","","","NR"
"This is not an Exit: The Fictional World of Bret Easton Ellis","Apr 7, 2000","","","NR"
"Alien Adventure","Apr 14, 2000","nWave Pictures","Adventure","NR"
"Set Me Free","Apr 14, 2000","","","NR"
"Hadh Kar Di Aapne","Apr 14, 2000","","","NR"
"Gang","Apr 14, 2000","","","NR"
"Eve","Apr 14, 2000","","","NR"
"Coupier","Apr 19, 2000","","","NR"
"Croupier","Apr 21, 2000","Shooting Gallery","Drama","NR"
"From the Edge of the City","Apr 21, 2000","","","NR"
"The Family Tree","Apr 21, 2000","","","NR"
"Don't Let Me Die on a Sunday","Apr 21, 2000","","","NR"
"Knocking on Heaven's Door","Apr 21, 2000","","","NR"
"Michael Jordan to the MAX","May 5, 2000","Giant Screen Films","Documentary","NR"
"Chal Mere Bhai","May 5, 2000","Eros Entertainment","Romantic Comedy","NR"
"Adorenarin doraibu","May 5, 2000","Shooting Gallery","Comedy","NR"
"Divine Trash","May 5, 2000","","","NR"
"The Well","May 5, 2000","","","NR"
"The New Eve","May 5, 2000","","","NR"
"The Discreet Charm of the Bourgeoisie","May 12, 2000","","","NR"
"Young Doctor Freud","May 17, 2000","","","NR"
"Luminous Motion","May 19, 2000","","","NR"
"Hum to Mohabbt Karega","May 26, 2000","","Drama","NR"
"Better Living Through Circuitry","May 26, 2000","Seventh Art Releasing","Documentary","NR"
"Le Derriere","May 26, 2000","","","NR"
"Ground Zero","May 26, 2000","","","NR"
"New Waterford Girl","Jun 2, 2000","Alliance Films","Comedy","NR"
"Un Pour Toutes","Jun 2, 2000","","","NR"
"Dekalog","Jun 9, 2000","New Yorker","Drama","NR"
"Josh","Jun 9, 2000","Eros Entertainment","Drama","NR"
"The Children of Chabannes","Jun 9, 2000","Castle Hill Product…","Documentary","NR"
"Humanite","Jun 14, 2000","","","NR"
"Time Regained","Jun 16, 2000","","Drama","NR"
"The Trial","Jun 23, 2000","","","NR"
"Burlesk King","Jun 30, 2000","Strand","Drama","NR"
"Praise","Jun 30, 2000","","","NR"
"Surviving Paradise","Jun 30, 2000","New Line","","NR"
"La Vie Après L'Amour","Jul 7, 2000","Alliance Films","Comedy","NR"
"Water Drops on Burning Rocks","Jul 12, 2000","","","NR"
"Refugee","Jul 14, 2000","Yash Raj Films","Drama","NR"
"Jungle","Jul 14, 2000","","","NR"
"The Night Larry Kramer Kissed Me","Jul 14, 2000","","","NR"
"Mooky","Jul 14, 2000","","","NR"
"La Debandade","Jul 14, 2000","","","NR"
"Sweet Jane","Jul 14, 2000","","","NR"
"Rififi","Jul 21, 2000","","","NR"
"Criminal Lovers","Jul 21, 2000","","","NR"
"Benjamin Smoke","Jul 21, 2000","Cowboy Pictures","Documentary","NR"
"Spent","Jul 21, 2000","","","NR"
"The Wind Will Carry Us","Jul 28, 2000","","","NR"
"Inseperables","Jul 28, 2000","","","NR"
"I'm the One That I Want","Aug 4, 2000","Cho Taussig Prods.","Concert/Performance","NR"
"Har Di Jo Pyar Karega","Aug 4, 2000","","Musical","NR"
"Psycho Beach Party","Aug 4, 2000","","Comedy","NR"
"Aimée & Jaguar","Aug 11, 2000","Zeitgeist","Drama","NR"
"Gimme Shelter","Aug 11, 2000","","","NR"
"Dhadkan","Aug 11, 2000","","","NR"
"Lea","Aug 11, 2000","","","NR"
"Place Vendome","Aug 18, 2000","Empire Pictures","Drama","NR"
"1999 Cannes Intl. Adv Festival","Aug 18, 2000","","","NR"
"Fast Pitch","Aug 23, 2000","","","NR"
"Love and Sex","Aug 25, 2000","Lionsgate","Romantic Comedy","NR"
"Hamara Dil Aapka Pase Hain","Aug 25, 2000","","","NR"
"Bittersweet Motel","Aug 25, 2000","","Documentary","NR"
"Tera Jadoo Chal Gayaa","Aug 25, 2000","","","NR"
"Orfeu","Aug 25, 2000","","","NR"
"Dark Days","Aug 30, 2000","","","NR"
"Hochelaga","Sep 1, 2000","","","NR"
"Titanic Town","Sep 1, 2000","","Drama","NR"
"Fiza","Sep 8, 2000","Video Sound","Drama","NR"
"Polax","Sep 8, 2000","","","NR"
"Madodayo","Sep 8, 2000","","","NR"
"Gouttes Deau Sur Pierres Blulantes","Sep 8, 2000","","","NR"
"Went to Coney Island on a Mission from God…","Sep 8, 2000","","","NR"
"The Autumn Heart","Sep 8, 2000","Arrow Releasing","Drama","NR"
"It All Starts Today","Sep 8, 2000","","","NR"
"Anatomie","Sep 8, 2000","Sony Pictures","Horror","NR"
"Human Resources","Sep 13, 2000","","","NR"
"Paragraph 175","Sep 13, 2000","","","NR"
"Baise-moi","Sep 15, 2000","","Drama","NR"
"Karobaar","Sep 15, 2000","","","NR"
"Noce, La","Sep 15, 2000","","","NR"
"30 Days","Sep 15, 2000","Arrow Releasing","Comedy","NR"
"Harvey Milk","Sep 15, 2000","","","NR"
"On The Run","Sep 15, 2000","","","NR"
"Left Luggage","Sep 22, 2000","Castle Hill Product…","Drama","NR"
"Gout Des Autres, Le","Sep 22, 2000","","","NR"
"Uninvited Guest","Sep 22, 2000","","","NR"
"Rape Me","Sep 22, 2000","","","NR"
"Invention De L'Amour, L'","Sep 22, 2000","","","NR"
"Monde De Marty, Le","Sep 22, 2000","","","NR"
"The Tavern","Sep 22, 2000","","","NR"
"Le Pique-nique de Lulu Kreutz","Sep 22, 2000","","","NR"
"Blood, Friends and Money","Sep 22, 2000","","Horror","NR"
"Traite ou Patriote","Sep 22, 2000","","","NR"
"Twilight in Los Angeles","Sep 27, 2000","","","NR"
"Cleopatra's Second Husband","Sep 29, 2000","Indican Pictures","Drama","NR"
"Barenaked in America","Sep 29, 2000","Shooting Gallery","Documentary","NR"
"The Price of Air","Sep 29, 2000","","","NR"
"Running on the Sun","Sep 29, 2000","","","NR"
"Cyberworld 3D","Oct 6, 2000","IMAX Films","Adventure","NR"
"Yi Yi","Oct 6, 2000","WellSpring","Drama","NR"
"Taxi 2","Oct 6, 2000","Lionsgate","Action","NR"
"Live Nude Girls Unite","Oct 6, 2000","","Documentary","NR"
"Shikar","Oct 6, 2000","","","NR"
"Dil Pe Mat Le Yaar","Oct 6, 2000","","","NR"
"Ride","Oct 8, 2000","Miramax","Documentary","NR"
"Ratcatcher","Oct 13, 2000","","","NR"
"El Circulo Vicioso","Oct 13, 2000","","Action","NR"
"Harry, He's Here to Help","Oct 13, 2000","","","NR"
"One","Oct 13, 2000","","","NR"
"Diary of a Chambermaid","Oct 13, 2000","","","NR"
"The Followers","Oct 13, 2000","","","NR"
"Dolphins","Oct 20, 2000","MacGillivray Freema…","Documentary","NR"
"Confessions of Dr. Sachs","Oct 20, 2000","","","NR"
"La Bouteille","Oct 20, 2000","Lionsgate","Comedy","NR"
"The Wolves of Kromer","Oct 20, 2000","","","NR"
"Sound and Fury","Oct 24, 2000","","","NR"
"Mohabbatein","Oct 27, 2000","Yash Raj Films","Musical","NR"
"A Time for Drunken Horses","Oct 27, 2000","Shooting Gallery","Drama","NR"
"George Washington","Oct 27, 2000","","","NR"
"Femme Dexterieur, Une","Oct 27, 2000","","","NR"
"Kippur","Nov 3, 2000","","","NR"
"Possible Worlds","Nov 3, 2000","","","NR"
"Me & Isaac Newton","Nov 3, 2000","","","NR"
"Boesman and Lena","Nov 3, 2000","Kino International","Drama","NR"
"Restless","Nov 3, 2000","","","NR"
"2 Männer, 2 Frauen - 4 Probleme!?","Nov 3, 2000","","Comedy","NR"
"Suzhou River","Nov 8, 2000","Strand","","NR"
"Muses Orphelines, Les","Nov 10, 2000","","","NR"
"Non-Stop","Nov 10, 2000","","","NR"
"Kurukshetra","Nov 10, 2000","","","NR"
"Rebels With a Cause","Nov 10, 2000","","","NR"
"Himalaya - l'enfance d'un chef","Nov 17, 2000","Kino International","Drama","NR"
"La Bûche","Nov 17, 2000","Empire Pictures","Comedy","NR"
"Destinees Sentimentales, Les","Nov 17, 2000","","","NR"
"Sade","Nov 17, 2000","","","NR"
"Moitie Gauche du Figo, La","Nov 17, 2000","","","NR"
"Kahi Pyar Na Ho Jaye","Nov 17, 2000","","","NR"
"Lies","Nov 17, 2000","","","NR"
"Latalante","Nov 17, 2000","","","NR"
"Dernier Harem, La","Nov 17, 2000","","","NR"
"Chutney Popcorn","Nov 17, 2000","First Look","Comedy","NR"
"The Weekend","Nov 22, 2000","","","NR"
"Way Down Town","Nov 24, 2000","","","NR"
"Passionnement","Nov 24, 2000","","","NR"
"Peut-Etre","Nov 24, 2000","","","NR"
"Aïe","Dec 1, 2000","","Comedy","NR"
