"Movie","ReleaseDate","ProductionBudget","DomesticGross","WorldwideGross","Distributor","Genre","Rating"
"The Oxford Murders","08/06/2010","$10,000,000","$4,803","$17,704,131","Magnolia Pictures","Thriller/Suspense","R"
"Barbecue","12/26/2014","$10,000,000","$388","$173,613","Distrib Films","Comedy","NR"
"It's a Wonderful Afterlife","10/08/2010","$10,000,000","$0","$1,642,939","UTV Communications","Comedy","PG-13"
"Fifty Dead Men Walking","08/21/2009","$10,000,000","$0","$997,921","Phase 4 Films","Drama","R"
"Plastic","09/26/2014","$10,000,000","$0","$552,641","ARC Entertainment","Action","R"
"Detention","04/13/2012","$10,000,000","$0","$0","Samuel Goldwyn Films","Comedy","R"
"Nurse 3D","02/07/2014","$10,000,000","$0","$0","Lionsgate","Horror","R"
"Into the Grizzly Maze","05/19/2015","$10,000,000","$0","$0","Vertical Entertainment","Thriller/Suspense","R"
"American Heist","07/21/2015","$10,000,000","$0","$0","Lionsgate","Action","R"
"Adventureland","04/03/2009","$9,800,000","$16,044,025","$17,553,055","Miramax","Black Comedy","R"
"Amour","12/19/2012","$9,700,000","$6,738,954","$36,787,044","Sony Pictures Classics","Drama","PG-13"
"The Lost City","04/28/2006","$9,600,000","$2,484,186","$5,256,839","Magnolia Pictures","Drama","R"
"Next Friday","01/12/2000","$9,500,000","$57,176,582","$59,675,307","New Line","Comedy","R"
"You Only Live Twice","06/13/1967","$9,500,000","$43,100,000","$111,600,000","MGM","Action","PG"
"Poltergeist III","06/10/1988","$9,500,000","$14,114,000","$14,114,000","MGM","Horror","PG-13"
"The Runaways","03/19/2010","$9,500,000","$3,573,673","$5,278,632","Apparition","Drama","R"
"Gentlemen Broncos","10/30/2009","$9,500,000","$113,682","$118,482","Fox Searchlight","Comedy","PG-13"
"Volver","11/03/2006","$9,400,000","$12,899,867","$87,226,613","Sony Pictures Classics","Comedy","R"
"Melancholia","11/11/2011","$9,400,000","$3,030,848","$21,817,298","Magnolia Pictures","Thriller/Suspense","R"
"Jab Tak Hai Jaan","11/13/2012","$9,200,000","$3,047,539","$5,806,666","Yash Raj Films","Drama","NR"
"Richard III","12/29/1995","$9,200,000","$2,684,904","$4,199,334","MGM","Drama","R"
"Kites","05/21/2010","$9,200,000","$1,685,269","$17,155,193","Big Pictures","Thriller/Suspense","NR"
"Alien","05/25/1979","$9,000,000","$80,930,630","$203,630,630","20th Century Fox","Horror","R"
"The Texas Chainsaw Massacre","10/17/2003","$9,000,000","$80,571,655","$107,967,319","New Line","Horror","R"
"Fiddler on the Roof","01/01/1971","$9,000,000","$80,500,000","$80,500,000","United Artists","Musical","G"
"The Purge: Anarchy","07/18/2014","$9,000,000","$71,562,550","$111,534,881","Universal","Thriller/Suspense","R"
"Thunderball","12/29/1965","$9,000,000","$63,600,000","$141,200,000","MGM","Action","PG"
"The Strangers","05/30/2008","$9,000,000","$52,597,610","$83,051,676","Focus Features","Thriller/Suspense","R"
"Set It Off","11/06/1996","$9,000,000","$36,049,108","$36,049,108","New Line","Drama","R"
"Ouija: Origin of Evil","10/21/2016","$9,000,000","$35,144,505","$81,831,866","Universal","Horror","PG-13"
"The Best Man","10/22/1999","$9,000,000","$34,102,780","$34,572,780","Universal","Romantic Comedy","R"
"Child's Play","11/09/1988","$9,000,000","$33,244,684","$44,196,684","United Artists","Horror","R"
"Sicko","06/22/2007","$9,000,000","$24,538,513","$36,535,837","Lionsgate","Documentary","PG-13"
"Black or White","01/30/2015","$9,000,000","$21,571,189","$21,571,189","Relativity","Drama","PG-13"
"Down to You","01/21/2000","$9,000,000","$20,035,310","$20,035,310","Miramax","Romantic Comedy","PG-13"
"Harold & Kumar Go to White Castle","07/30/2004","$9,000,000","$18,225,165","$18,225,165","New Line","Comedy","R"
"The Contender","10/13/2000","$9,000,000","$17,804,273","$17,804,273","Dreamworks SKG","Drama","R"
"Boiler Room","02/18/2000","$9,000,000","$16,963,963","$28,773,637","New Line","Drama","R"
"Black Christmas","12/05/2006","$9,000,000","$16,235,738","$16,235,738","MGM","Horror","R"
"The Edge of Seventeen","11/18/2016","$9,000,000","$14,431,633","$18,802,255","STX Entertainment","Drama","R"
"Jackie","12/02/2016","$9,000,000","$13,960,394","$25,969,736","Fox Searchlight","Drama","R"
"Breakin' All the Rules","05/14/2004","$9,000,000","$12,232,382","$12,512,317","20th Century Fox","Romantic Comedy","PG-13"
"Glee: The 3D Concert Movie","08/12/2011","$9,000,000","$11,862,398","$17,462,398","20th Century Fox","Concert/Performance","PG"
"Henry V","11/08/1989","$9,000,000","$10,161,099","$10,176,701","Goldwyn Entertainment","Action","PG-13"
"Loving","11/04/2016","$9,000,000","$7,710,234","$12,919,097","Focus Features","Drama","PG-13"
"The Savages","11/28/2007","$9,000,000","$6,623,082","$10,642,023","Fox Searchlight","Drama","R"
"Chasing Papi","04/16/2003","$9,000,000","$6,126,237","$12,657,377","20th Century Fox","Comedy","PG"
"The Way of the Gun","09/08/2000","$9,000,000","$6,047,856","$13,061,935","Artisan","Action","R"
"Hamlet 2","08/22/2008","$9,000,000","$4,886,216","$4,934,104","Focus Features","Comedy","R"
"Igby Goes Down","09/13/2002","$9,000,000","$4,777,465","$4,777,465","MGM","Comedy","R"
"PCU","04/29/1994","$9,000,000","$4,333,569","$4,333,569","20th Century Fox","Comedy","PG-13"
"The Ultimate Gift","03/09/2007","$9,000,000","$3,438,735","$3,438,735","Film Foundry","Drama","PG"
"Beautiful","09/29/2000","$9,000,000","$3,134,509","$3,134,509","Destination Films","Drama","PG-13"
"Gracie","06/01/2007","$9,000,000","$2,956,339","$3,922,043","Picturehouse","Drama","PG-13"
"Greater","08/26/2016","$9,000,000","$2,000,093","$2,000,093","Hammond Entertainment","Drama","PG"
"Trust the Man","08/18/2006","$9,000,000","$1,530,535","$2,548,378","Fox Searchlight","Comedy","R"
"Undiscovered","08/26/2005","$9,000,000","$1,069,318","$1,069,318","Lionsgate","Romantic Comedy","PG-13"
"Velvet Goldmine","11/06/1998","$9,000,000","$1,053,788","$4,313,644","Miramax","Musical","R"
"Princess Kaiulani","05/14/2010","$9,000,000","$883,887","$883,887","Roadside Attractions","Drama","PG"
"The Legend of Suriyothai","06/20/2003","$9,000,000","$454,255","$454,255","","","R"
"Dheepan","05/06/2016","$9,000,000","$248,795","$7,714,549","Sundance Selects","Drama","R"
"La fille du RER","01/22/2010","$9,000,000","$208,163","$208,163","Strand","Drama","NR"
"All or Nothing","10/25/2002","$9,000,000","$184,255","$184,255","MGM","Drama","R"
"The Red Riding Trilogy: 1974","02/05/2010","$9,000,000","$148,826","$148,826","IFC Films","Drama","NR"
"Flammen og Citronen","07/31/2009","$9,000,000","$148,089","$1,635,241","IFC Films","Thriller/Suspense","NR"
"Leaves of Grass","04/02/2010","$9,000,000","$70,066","$85,527","Telepathic Studios","Black Comedy","R"
"Opal Dream","11/22/2006","$9,000,000","$14,443","$14,443","Strand","Drama","PG"
"Skin Trade","05/08/2015","$9,000,000","$1,242","$1,242","Magnolia Pictures","Action","R"
"Veronika Decides to Die","01/20/2015","$9,000,000","$0","$2,243","Entertainment One","Drama","R"
"Barbarella","10/10/1968","$9,000,000","$0","$0","Paramount Pictures","Adventure","PG"
"A Haunting in Connecticut 2: The Ghosts of Georgia","02/01/2013","$9,000,000","$0","$0","Lionsgate","Horror","R"
"Polisse","05/18/2012","$8,900,000","$176,988","$22,744,132","IFC Films","Thriller/Suspense","NR"
"Heist","11/13/2015","$8,900,000","$50,136","$3,324,184","Lionsgate","Thriller/Suspense","R"
"Ultramarines","02/26/2011","$8,900,000","$0","$0","Codex Pictures","Action","R"
"Crocodile Dundee","09/26/1986","$8,800,000","$174,803,506","$328,203,506","Paramount Pictures","Comedy","PG-13"
"Awake","11/30/2007","$8,600,000","$14,373,825","$32,968,648","Weinstein Co.","Thriller/Suspense","R"
"Manchester by the Sea","11/18/2016","$8,500,000","$47,695,371","$77,662,988","Roadside Attractions","Drama","R"
"Crazy Heart","12/16/2009","$8,500,000","$39,471,742","$47,417,251","Fox Searchlight","Drama","R"
"Star Wars: The Clone Wars","08/15/2008","$8,500,000","$35,161,554","$68,695,443","Warner Bros.","Adventure","PG"
"The DUFF","02/20/2015","$8,500,000","$34,030,343","$43,528,634","CBS Films","Comedy","PG-13"
"Nightcrawler","10/31/2014","$8,500,000","$32,381,218","$50,334,418","Open Road","Thriller/Suspense","R"
"The Lost Boys","07/31/1987","$8,500,000","$32,222,567","$32,222,567","Warner Bros.","Horror","R"
"Baggage Claim","09/27/2013","$8,500,000","$21,569,509","$22,885,836","Fox Searchlight","Romantic Comedy","PG-13"
"Middle School: The Worst Years of My Life","10/07/2016","$8,500,000","$20,007,149","$23,311,425","Lionsgate","Adventure","PG"
"Haakon Haakonsen","03/01/1991","$8,500,000","$15,024,232","$15,024,232","Walt Disney","Adventure","PG"
"Election","04/23/1999","$8,500,000","$14,943,582","$17,202,854","Paramount Pictures","Black Comedy","R"
"The Namesake","03/09/2007","$8,500,000","$13,610,521","$20,288,774","Fox Searchlight","Drama","PG-13"
"All is Lost","10/18/2013","$8,500,000","$6,263,670","$10,386,814","Roadside Attractions","Thriller/Suspense","PG-13"
"Club Dread","02/27/2004","$8,500,000","$5,001,655","$7,573,551","Fox Searchlight","Comedy","R"
"Bright Star","09/17/2009","$8,500,000","$4,444,637","$17,220,091","Apparition","Drama","PG"
"Glitter","09/21/2001","$8,500,000","$4,273,372","$4,273,372","20th Century Fox","Musical","PG-13"
"The Rover","06/13/2014","$8,500,000","$1,109,199","$3,180,252","A24","Drama","R"
"Silmido","04/23/2004","$8,500,000","$298,347","$30,298,347","Cinema Service","Action","NR"
"Repo! The Genetic Opera","11/07/2008","$8,500,000","$140,244","$198,883","Lionsgate","Musical","R"
"My Name is Khan","02/12/2010","$8,470,000","$4,046,336","$42,355,526","Fox Searchlight","Drama","PG-13"
"Namastey London","03/23/2007","$8,400,000","$1,207,007","$6,831,069","Eros Entertainment","Romantic Comedy","NR"
"Yeh Jawaani Hai Deewani","05/31/2013","$8,300,000","$3,827,466","$50,827,466","Eros Entertainment","","NR"
"Limbo","06/04/1999","$8,300,000","$2,160,710","$2,598,224","Sony Pictures","Drama","R"
"The Wind That Shakes the Barley","03/16/2007","$8,300,000","$1,829,142","$25,670,174","IFC First Take","Drama","NR"
"The City of Your Final Destination","04/16/2010","$8,300,000","$493,296","$1,353,296","Hyde Park Films","Drama","PG-13"
"The Sound of Music","03/02/1965","$8,200,000","$163,214,286","$286,214,286","20th Century Fox","Musical","G"
"Footloose","02/17/1984","$8,200,000","$80,000,000","$80,000,000","Paramount Pictures","Musical","PG"
"Pulp Fiction","10/14/1994","$8,000,000","$107,928,762","$212,928,762","Miramax","Drama","R"
"The Karate Kid","06/22/1984","$8,000,000","$90,815,558","$90,815,558","Sony Pictures","Action","PG"
"The Muppet Movie","06/22/1979","$8,000,000","$76,657,000","$76,657,000","Associated Film Dis…","Adventure","G"
"Splash","03/09/1984","$8,000,000","$62,599,495","$62,599,495","Walt Disney","Comedy","PG"
"Little Miss Sunshine","07/26/2006","$8,000,000","$59,891,098","$100,642,353","Fox Searchlight","Comedy","R"
"Easy A","09/17/2010","$8,000,000","$58,401,464","$76,200,721","Sony Pictures","Comedy","PG-13"
"Stand by Me","08/08/1986","$8,000,000","$52,287,414","$52,287,414","Sony Pictures","Drama","R"
"28 Days Later…","06/27/2003","$8,000,000","$45,064,915","$82,955,633","Fox Searchlight","Horror","R"
"Escape from Alcatraz","06/22/1979","$8,000,000","$43,000,000","$43,000,000","Paramount Pictures","Drama","PG"
"You Got Served","01/30/2004","$8,000,000","$40,066,497","$50,811,858","Sony Pictures","Drama","PG-13"
"50/50","09/30/2011","$8,000,000","$35,016,118","$41,334,735","Summit Entertainment","Black Comedy","R"
"A Thin Line Between Love & Hate","04/03/1996","$8,000,000","$34,873,513","$34,873,513","New Line","Romantic Comedy","R"
"Brown Sugar","10/11/2002","$8,000,000","$27,362,712","$28,315,272","20th Century Fox","Romantic Comedy","PG-13"
"Howards End","03/13/1992","$8,000,000","$26,124,872","$26,317,943","Sony Pictures Classics","Drama","PG"
"That Awkward Moment","01/31/2014","$8,000,000","$26,068,955","$53,068,955","FilmDistrict","Romantic Comedy","R"
"Shutter","03/21/2008","$8,000,000","$25,928,550","$47,782,426","20th Century Fox","Horror","PG-13"
"On Her Majesty's Secret Service","12/18/1969","$8,000,000","$22,800,000","$82,000,000","MGM","Action","PG"
"Much Ado About Nothing","05/07/1993","$8,000,000","$22,549,338","$22,549,338","Goldwyn Entertainment","Romantic Comedy","PG-13"
"The Player","04/10/1992","$8,000,000","$21,706,101","$28,876,702","Fine Line","Black Comedy","R"
"Akeelah and the Bee","04/28/2006","$8,000,000","$18,848,430","$18,959,424","Lionsgate","Drama","PG"
"Wes Craven's New Nightmare","10/14/1994","$8,000,000","$18,090,181","$18,090,181","New Line","Horror","R"
"Drive Me Crazy","10/01/1999","$8,000,000","$17,843,379","$22,591,451","20th Century Fox","Comedy","PG-13"
"Enough Said","09/18/2013","$8,000,000","$17,550,872","$25,621,449","Fox Searchlight","Comedy","PG-13"
"Half Baked","01/16/1998","$8,000,000","$17,394,881","$17,394,881","Universal","Comedy","R"
"New in Town","01/30/2009","$8,000,000","$16,734,283","$29,937,909","Lionsgate","Romantic Comedy","PG"
"Begin Again","06/27/2014","$8,000,000","$16,170,632","$68,838,736","Weinstein Co.","Drama","R"
"American Psycho","04/14/2000","$8,000,000","$15,070,285","$28,674,417","Lionsgate","Black Comedy","R"
"See No Evil","05/19/2006","$8,000,000","$15,032,800","$18,828,036","Lionsgate","Horror","R"
"The Good Girl","08/07/2002","$8,000,000","$14,018,296","$16,585,503","Fox Searchlight","Comedy","R"
"Bon Cop, Bad Cop","08/04/2006","$8,000,000","$12,671,300","$12,740,705","Alliance Films","Comedy","NR"
"The Boondock Saints 2: All Saints Day","10/30/2009","$8,000,000","$10,273,187","$10,629,320","Apparition","Action","R"
"Prom","04/29/2011","$8,000,000","$10,130,219","$10,763,183","Walt Disney","Comedy","PG"
"The Inkwell","04/22/1994","$8,000,000","$8,864,699","$8,864,699","Walt Disney","Comedy","R"
"Shadow of the Vampire","12/29/2000","$8,000,000","$8,279,017","$8,279,017","Lionsgate","Drama","R"
"Me and Earl and the Dying Girl","06/12/2015","$8,000,000","$6,758,416","$9,266,180","Fox Searchlight","Drama","PG-13"
"It's Kind of a Funny Story","10/08/2010","$8,000,000","$6,363,628","$6,632,950","Focus Features","Comedy","PG-13"
"The Pallbearer","05/03/1996","$8,000,000","$5,656,388","$5,656,388","Miramax","Romantic Comedy","PG-13"
"Woman on Top","09/22/2000","$8,000,000","$5,018,450","$10,192,613","Fox Searchlight","Romantic Comedy","R"
"Held Up","05/12/2000","$8,000,000","$4,714,090","$4,714,090","Trimark","Comedy","PG-13"
"Morgan","09/02/2016","$8,000,000","$3,915,251","$7,315,248","20th Century Fox","Thriller/Suspense","R"
"Anomalisa","12/30/2015","$8,000,000","$3,759,286","$5,531,455","Paramount Pictures","Adventure","R"
"Caché","12/23/2005","$8,000,000","$3,647,381","$19,891,331","Sony Pictures Classics","Drama","R"
"Another Year","12/29/2010","$8,000,000","$3,205,706","$20,005,613","Sony Pictures Classics","Drama","PG-13"
"8 femmes","09/20/2002","$8,000,000","$3,076,425","$42,376,425","Focus Features","Musical","R"
"Showdown in Little Tokyo","01/01/1991","$8,000,000","$2,275,557","$2,275,557","","Action","R"
"Clay Pigeons","09/25/1998","$8,000,000","$1,793,359","$2,256,606","Gramercy","Thriller/Suspense","R"
"Made in Dagenham","11/19/2010","$8,000,000","$1,095,369","$15,644,196","Sony Pictures Classics","Drama","R"
"And When Did You Last See Your Father?","06/06/2008","$8,000,000","$1,071,240","$2,476,491","Sony Pictures Classics","Drama","PG-13"
"The Secret of Kells","03/05/2010","$8,000,000","$690,290","$3,582,797","GKIDS","Adventure","NR"
"Prefontaine","01/24/1997","$8,000,000","$590,817","$590,817","Walt Disney","Drama","PG-13"
"The Wicked Lady","10/28/1983","$8,000,000","$589,308","$589,308","Cannon","Drama","R"
"Down in the Valley","05/05/2006","$8,000,000","$568,932","$973,443","ThinkFilm","Western","R"
"Brooklyn Rules","05/11/2007","$8,000,000","$458,232","$458,232","Lionsgate","Drama","R"
"The Singing Detective","10/24/2003","$8,000,000","$336,456","$524,747","Paramount Pictures","Comedy","R"
"Fido","06/15/2007","$8,000,000","$298,110","$456,814","Lionsgate","Horror","R"
"Restless","09/16/2011","$8,000,000","$163,753","$2,772,511","Sony Pictures Classics","Drama","PG-13"
"The Land Girls","06/12/1998","$8,000,000","$146,083","$146,083","Gramercy","","R"
"The Wendell Baker Story","05/18/2007","$8,000,000","$127,188","$127,188","ThinkFilm","Comedy","PG-13"
"Wild Target","10/29/2010","$8,000,000","$109,338","$5,314,194","Freestyle Releasing","Comedy","PG-13"
"Pathology","04/18/2008","$8,000,000","$109,045","$3,270,974","MGM","Thriller/Suspense","R"
"Wuthering Heights","10/05/2012","$8,000,000","$100,915","$2,721,534","Oscilloscope Pictures","Drama","NR"
"A Street Cat Named Bob","11/18/2016","$8,000,000","$82,703","$8,370,555","Cleopatra Films","Drama","NR"
"10th & Wolf","08/18/2006","$8,000,000","$54,702","$143,782","ThinkFilm","Drama","NR"
"Aloft","05/22/2015","$8,000,000","$53,086","$53,086","Sony Pictures Classics","Drama","R"
"Fireflies in the Garden","10/14/2011","$8,000,000","$36,884","$3,587,191","","Drama","R"
"Dear Wendy","09/23/2005","$8,000,000","$23,106","$446,438","WellSpring","Drama","NR"
"Akira","04/27/2001","$8,000,000","$19,585","$19,585","","Action","R"
"Feichang Xingyun","09/20/2013","$8,000,000","$0","$21,970,000","China Lion Film Dis…","Adventure","NR"
"Don Gato, el inicio de la pandilla","09/29/2017","$8,000,000","$0","$4,582,848","Viva Entertainment","Adventure","PG"
"Maurice Richard","11/30/2007","$8,000,000","$0","$0","Palm Pictures","Drama","PG"
"Code of Honor","05/06/2016","$8,000,000","$0","$0","Lionsgate Premiere","Action","R"
"Imagine Me & You","01/27/2006","$7,900,000","$672,243","$3,129,471","Fox Searchlight","Romantic Comedy","R"
"Swimming Pool","07/04/2003","$7,800,000","$10,130,108","$24,021,282","Focus Features","Thriller/Suspense","R"
"Loin des hommes","04/14/2015","$7,700,000","$5,336","$1,080,428","TriBeca Films","Drama","NR"
"Driving Miss Daisy","12/13/1989","$7,500,000","$106,593,296","$106,593,296","Warner Bros.","Drama","PG"
"Soul Food","09/26/1997","$7,500,000","$43,492,389","$43,492,389","20th Century Fox","Comedy","R"
"Rumble in the Bronx","02/23/1996","$7,500,000","$32,281,907","$36,238,752","New Line","Action","R"
"Thank You For Smoking","03/17/2006","$7,500,000","$24,793,509","$40,016,662","Fox Searchlight","Black Comedy","R"
"Hostel: Part II","06/08/2007","$7,500,000","$17,544,812","$33,606,409","Lionsgate","Horror","R"
"An Education","10/09/2009","$7,500,000","$12,574,914","$29,652,736","Sony Pictures Classics","Drama","PG-13"
"Extract","09/04/2009","$7,500,000","$10,823,158","$10,849,158","Miramax","Comedy","R"
"Narc","12/20/2002","$7,500,000","$10,465,659","$11,843,260","Paramount Pictures","Thriller/Suspense","R"
"Shopgirl","10/21/2005","$7,500,000","$10,284,523","$11,758,418","Walt Disney","Drama","R"
"Men with Brooms","03/08/2002","$7,500,000","$4,239,767","$4,239,767","Artisan","Comedy","R"
"Witless Protection","02/22/2008","$7,500,000","$4,151,836","$4,151,836","Lionsgate","Comedy","PG-13"
"The Work and the Glory","11/24/2004","$7,500,000","$3,347,647","$3,347,647","Excel Entertainment","Drama","PG"
"Albert Nobbs","12/21/2011","$7,500,000","$3,014,696","$8,539,003","Roadside Attractions","Drama","R"
"The Neon Demon","06/24/2016","$7,500,000","$1,333,124","$3,559,803","Broad Green Pictures","Horror","R"
"Masked and Anonymous","07/24/2003","$7,500,000","$533,344","$555,335","Sony Pictures","Drama","PG-13"
"Betty Fisher et autres histoires","09/13/2002","$7,500,000","$206,400","$206,400","WellSpring","Drama","NR"
"Code 46","08/06/2004","$7,500,000","$197,148","$1,788,324","MGM","","R"
"Black November","01/09/2015","$7,500,000","$0","$32,572","Entertainment One","Drama","NR"
"Pound of Flesh","05/15/2015","$7,500,000","$0","$0","Entertainment One","Action","R"
"The Bye Bye Man","01/13/2017","$7,400,000","$22,395,806","$25,863,405","STX Entertainment","Thriller/Suspense","PG-13"
"Ta Ra Rum Pum","04/27/2007","$7,400,000","$872,643","$9,443,864","Yash Raj Films","Comedy","NR"
"Crash","05/06/2005","$7,303,082","$55,334,418","$101,173,038","Lionsgate","Drama","R"
"Persepolis","12/25/2007","$7,300,000","$4,443,403","$25,397,460","Sony Pictures Classics","Drama","PG-13"
"Harry Brown","04/30/2010","$7,300,000","$1,818,681","$12,023,606","Samuel Goldwyn Films","Thriller/Suspense","R"
"The Omega Code","10/15/1999","$7,200,000","$12,610,552","$12,678,312","Providence Entertai…","Action","PG-13"
"3","09/16/2011","$7,200,000","$59,774","$295,492","Strand","Drama","NR"
"Juno","12/05/2007","$7,000,000","$143,495,265","$231,450,102","Fox Searchlight","Comedy","PG-13"
"The Godfather","03/15/1972","$7,000,000","$134,966,411","$268,500,000","Paramount Pictures","Drama","R"
"Magic Mike","06/29/2012","$7,000,000","$113,721,571","$170,549,753","Warner Bros.","Comedy","R"
"Flashdance","04/15/1983","$7,000,000","$90,463,574","$201,463,574","Paramount Pictures","Drama","R"
"The Piano","11/12/1993","$7,000,000","$40,157,856","$40,157,856","Miramax","Drama","R"
"Jumping the Broom","05/06/2011","$7,000,000","$37,295,394","$38,158,601","Sony Pictures","Romantic Comedy","PG-13"
"Live and Let Die","06/27/1973","$7,000,000","$35,400,000","$161,800,000","MGM","Action","PG"
"My Dog Skip","01/12/2000","$7,000,000","$34,099,640","$35,795,319","Warner Bros.","Drama","PG"
"Darkness Falls","01/24/2003","$7,000,000","$32,539,681","$47,289,758","Sony Pictures","Horror","PG-13"
"Definitely, Maybe","02/14/2008","$7,000,000","$32,241,649","$55,617,866","Universal","Romantic Comedy","PG-13"
"Good Night, and Good Luck","10/07/2005","$7,000,000","$31,501,218","$56,586,901","Warner Independent","Drama","PG"
"Capote","09/30/2005","$7,000,000","$28,750,530","$49,924,079","Sony Pictures Classics","Drama","R"
"The Descent","08/04/2006","$7,000,000","$26,024,456","$57,051,053","Lionsgate","Thriller/Suspense","R"
"Desperado","08/25/1995","$7,000,000","$25,532,388","$25,532,388","Sony Pictures","Action","R"
"Fargo","03/08/1996","$7,000,000","$24,567,751","$51,204,567","Gramercy","Thriller/Suspense","R"
"Kingdom Come","04/11/2001","$7,000,000","$23,247,539","$23,393,939","Fox Searchlight","Comedy","PG"
"The Man with the Golden Gun","12/20/1974","$7,000,000","$21,000,000","$97,600,000","MGM","Action","PG"
"Action Jackson","02/12/1988","$7,000,000","$20,257,000","$20,257,000","Lorimar Motion Pict…","Action","R"
"Michael Jordan to the MAX","05/05/2000","$7,000,000","$18,642,318","$18,642,318","Giant Screen Films","Documentary","NR"
"Dope","06/19/2015","$7,000,000","$17,506,470","$18,190,831","Open Road","Comedy","R"
"The Devil's Rejects","07/22/2005","$7,000,000","$17,044,981","$20,940,428","Lionsgate","Horror","R"
"Devil's Due","01/17/2014","$7,000,000","$15,821,461","$36,146,087","20th Century Fox","Horror","R"
"Flirting with Disaster","03/22/1996","$7,000,000","$14,853,474","$16,149,180","Miramax","Comedy","R"
"Beyond the Lights","11/14/2014","$7,000,000","$14,618,727","$14,618,727","Relativity","Drama","PG-13"
"Buffy the Vampire Slayer","07/31/1992","$7,000,000","$14,231,669","$14,231,669","20th Century Fox","Horror","PG-13"
"In Too Deep","08/25/1999","$7,000,000","$14,026,509","$15,471,229","Gramercy","Drama","R"
"House of 1,000 Corpses","04/11/2003","$7,000,000","$12,634,962","$17,005,466","Lionsgate","Horror","R"
"The House of the Dead","10/10/2003","$7,000,000","$10,199,354","$13,767,816","Artisan","Horror","R"
"A Serious Man","10/02/2009","$7,000,000","$9,228,788","$30,360,570","Focus Features","Comedy","R"
"Get Low","07/30/2010","$7,000,000","$9,176,933","$10,828,305","Sony Pictures Classics","","PG-13"
"A Single Man","12/11/2009","$7,000,000","$9,176,000","$28,142,379","Weinstein Co.","Drama","R"
"Warlock","01/10/1991","$7,000,000","$8,824,553","$8,824,553","Trimark","Horror","R"
"Cyrus","06/18/2010","$7,000,000","$7,468,936","$10,062,896","Fox Searchlight","Comedy","R"
"Outside Providence","09/01/1999","$7,000,000","$7,309,628","$7,824,358","Miramax","Comedy","R"
"Bride & Prejudice","02/11/2005","$7,000,000","$6,601,079","$25,269,040","Miramax","Musical","PG-13"
"Rabbit-Proof Fence","11/29/2002","$7,000,000","$6,199,600","$16,866,928","Miramax","Drama","PG"
"Who's Your Caddy?","07/27/2007","$7,000,000","$5,694,308","$5,694,308","MGM","Comedy","PG-13"
"Split Second","05/01/1992","$7,000,000","$5,430,822","$5,430,822","InterStar Releasing","Action","R"
"Nikita","03/08/1991","$7,000,000","$5,017,971","$5,017,971","Goldwyn Entertainment","Thriller/Suspense","R"
"The Other Side of Heaven","12/14/2001","$7,000,000","$4,720,371","$4,720,371","Excel Entertainment","Drama","PG"
"American Anthem","06/27/1986","$7,000,000","$3,571,624","$3,571,624","Sony Pictures","Drama","PG-13"
"Veer-Zaara","11/12/2004","$7,000,000","$2,938,532","$7,017,859","Yash Raj Films","Drama","NR"
"Redbelt","05/02/2008","$7,000,000","$2,344,847","$2,667,084","Sony Pictures Classics","Action","R"
"A Dog of Flanders","08/27/1999","$7,000,000","$2,165,637","$2,165,637","Warner Bros.","Drama","PG"
"Auto Focus","10/18/2002","$7,000,000","$2,062,066","$2,703,821","Sony Pictures Classics","Drama","R"
"The Mighty Macs","10/21/2011","$7,000,000","$1,891,936","$1,891,936","Quaker Media","Drama","G"
"Somewhere","12/22/2010","$7,000,000","$1,785,645","$17,023,121","Focus Features","Drama","R"
"We Need to Talk About Kevin","01/13/2012","$7,000,000","$1,738,692","$10,765,283","Oscilloscope Pictures","Drama","R"
"Factory Girl","02/02/2007","$7,000,000","$1,661,464","$1,661,464","MGM","Drama","R"
"The Christmas Candle","11/15/2013","$7,000,000","$1,632,000","$1,933,829","Echolight Studios","Adventure","PG"
"I Hope They Serve Beer in Hell","09/25/2009","$7,000,000","$1,429,299","$1,429,453","Freestyle Releasing","Comedy","R"
"Losin' It","04/08/1983","$7,000,000","$1,246,141","$1,246,141","","Comedy","R"
"Mother and Child","05/07/2010","$7,000,000","$1,110,509","$6,537,179","Sony Pictures Classics","Drama","R"
"Les Visiteurs","07/12/1996","$7,000,000","$659,000","$98,754,000","Miramax","Comedy","R"
"Freeheld","10/02/2015","$7,000,000","$546,201","$1,732,228","Lionsgate","Drama","PG-13"
"Dom Hemingway","04/02/2014","$7,000,000","$523,511","$1,857,458","Fox Searchlight","Comedy","R"
"The Extra Man","07/30/2010","$7,000,000","$453,377","$492,108","Magnolia Pictures","Comedy","R"
"Hesher","05/13/2011","$7,000,000","$382,946","$382,946","Wrekin Hill Enterta…","Drama","R"
"Chairman of the Board","03/13/1998","$7,000,000","$306,715","$306,715","Trimark","Comedy","PG-13"
"Gerry","02/14/2003","$7,000,000","$254,683","$719,699","ThinkFilm","Drama","R"
"Wah-Wah","05/12/2006","$7,000,000","$234,750","$463,039","IDP/Goldwyn/Roadside","","NR"
"The Heart of Me","06/13/2003","$7,000,000","$196,067","$196,067","","","R"
"Ca$h","03/26/2010","$7,000,000","$46,488","$46,488","Roadside Attractions","Thriller/Suspense","R"
"Trudno byt bogom","01/30/2015","$7,000,000","$31,443","$35,919","Kino Lorber","Drama","NR"
"The Boondock Saints","01/21/2000","$7,000,000","$30,471","$411,874","Indican Pictures","Action","R"
